UserID,productcode,review_rating
23083851,6980NAP,1
5669997,20193P1,5
22390405,3958EXPNYC,2
23087665,25959P3,5
22315711,20415P7,4
23087665,33270P5,5
18196874,5754ICNPALMKT,4
16258093,5209BETHALFJ,4
22547397,18342P3,5
21930211,26501P1,5
22394956,10065P1,5
22394956,7843P3,5
15192879,26152P12,5
14033489,8389P14,5
14033489,8389P19,5
1576144,6964P9,4
1576144,2830MCIRCBC,1
1991030,5419P61,5
22757189,5299MOHER,5
8047142,7516P13,5
347824,6638WINE,5
8047142,2420CITY,5
8047142,5300BLACKCAB,4
8047142,6364ICNT35,1
22916431,2428M1M2,5
8047142,30023P5,3
20613373,26254P3,1
8047142,5749ICNSUNWON,4
15028320,6924BKKVTTN07,4
8047142,3665DPSAPTHTL_P,3
14520538,3412TRAM,4
8047142,9217P6,5
22916431,5070FARMHOUSE,5
8047142,7854P5,5
22444616,9443P6,4
23036922,2145IT10,5
17731881,3685HKT05,4
14872445,38534P1,4
22507318,25255P1,5
16063404,3504_3FOR3,5
16063404,5558HVV,5
16063404,3378SUNSET,5
22093757,5070CINQUE,5
22093757,6367TOUR8,5
21072168,3206EXTREME,2
21072168,33865P15,4
22380260,2524GV_ECO,3
22471103,8034P3,5
22566070,6546ETANG,5
22575852,6121P6,5
22575852,3243WINE,4
22575852,22584P1,1
22986885,2292AIRBOAT,5
23037444,9406P24,1
22445892,3358P14,5
21324221,9574P141,5
21324221,3685SMU02,4
23019072,5885TEO,5
22108969,7905P5,5
18080236,3780STEAM,4
22128179,39371P2,5
22128179,39371P4,5
16324297,4170DIFF,5
18080236,6953NOLATOUR,4
22308450,2872ZV07,1
22982095,7137P29,4
20044282,3951WESTDLX,4
20044282,3951WESTDLX,4
20044282,6008SEGTRAZ,5
17697869,2230S11,4
22196965,3731FLORENCESAVER,5
22987621,32687P2,5
17697869,44128P2,5
17697869,9057P4,3
22985544,6869TYONIGHT,5
7653342,6765SGNMKSPEED,4
6968191,2928LAXAPTHTL,3
21867580,5350FG1X,5
22197554,11559P1,4
20651155,9466P30,2
2271858,33865P1,4
21031539,2985TROLLEY,5
22988019,5671SKYDECK,5
21031539,5206ENTRY,4
21031539,5580ARC,5
21031539,2640CHI_TR,4
21031539,38639P1,5
17133807,3780SWAMP,5
22250552,2495VENAPTHTL,3
17133807,5889GHOST,5
23065436,3153REDROCK,5
22253461,13010P4,4
22565203,9406P19,5
22581255,33070P19,4
22339512,6953SWAMPTRANS,5
11309147,2142TYO_A070,5
21866728,5919P154,1
22564339,20630P2,5
22564339,26504P2,5
22564339,34459P11,5
23103183,24058P1,5
22564339,6267KHALIFA,4
22564339,31687P1,5
22564339,7160AQUAV,3
22339512,3108LUNCH,5
11659371,9395P1,5
22263977,3002GCN,5
22892811,6139P85,5
22693081,5123P42,4
22859820,5326RHINE,2
8208823,3731VATICAN,5
8208823,5049VASARI,4
8208823,2428TA,5
22339512,3780PADDLE,5
8208823,2495ABTOUR2,5
22130253,7845P10,5
22130253,3731CATACOMBS,5
22630614,14982P30,5
22630614,3058VATICAN,5
22630614,20905P1,5
22732260,6360GRANDTOUR,4
22130253,5022MOULIN,5
21872012,37412P4,4
22732550,5655LUAU,5
21872012,5766P13,5
16144598,5049VASARI,5
22537517,23988P4,5
22537517,3731SISTINE,5
1946774,2140_A5J,5
22722866,7516P2,4
1946774,5423CHIAPTHTL,5
1946774,3142BARCELONA1,5
1946774,2140JTEBA07,5
22537517,24380P67,5
1946774,2660SFODLX3,4
1946774,3005TROLLEY,5
1946774,3914_3B,4
1946774,6656RIDE,5
22537517,19287P1,5
1946774,30408,5
1946774,30403A,5
23129697,3590TRIO,4
21582643,2660SFOMON,5
1946774,5046BOS_OTT,5
17010800,3705PRTKUL01SE,5
1946774,5096PHIHOHO,5
1946774,5096DCHOHO,3
1946774,14219P1,5
21582643,2140MADRIDHOPON,5
5932757,6367P9,4
21076247,36029P1,5
19909064,5070TUSCANY,5
21582643,2916LISBON,5
22537517,5070TUSCANY,5
22682051,6006TYOHTLAPT,4
21582643,3858EE335T,5
21582643,3251HAM,5
5932757,5965CICCHETTI,5
21582643,228699MONTSERRATEXC,5
21076247,2635VENICESS,4
14392722,12726P1,5
21076247,8254P4,5
22996472,42682P1,5
21076247,5034P45,5
21076247,2635TOUR1,5
21076247,2495VENHTLAPT,5
22940804,9295P18,5
21650114,3171SJO_TNP,4
18559267,5577LD,3
21650114,4100AVHS,4
18559267,2972CR,3
19087332,6475INTARCH,5
22870997,7812P1,5
21693167,2336ABS,5
13751098,19221P4,5
13751098,38922P1,5
21693167,5808DINNER,1
22870997,14787P8,5
13751098,22178P4,5
21312929,13102P7,4
9766548,2872ZV12,5
9766548,24281AGROUP,5
9766548,6603VIEHOHO,5
9766548,3585AT001SVS,5
9766548,3585AT017VS,5
9766548,3585SALZBURG,5
9766548,3585AT019VS,5
9766548,3978TOUR2,3
22405910,2260FJTR45N,5
9766548,2550STLVANGOGH,5
9766548,2550LIN15,5
9766548,2550LIN13,4
19042559,5163KYO201,5
9766548,2550LIN7,5
9766548,14705P3,5
9766548,2550LIN6,5
9766548,14219P1,5
9766548,5920CITY,1
21312929,6794P6,5
9766548,5920SPACE,2
6920220,5822NORTH,4
21312929,2428M1M2,5
6920220,47616P1,5
21312929,5835PANTHEON,4
17754912,3357HHBT,3
21312929,3731VATICAN,5
15692627,3858EE021,5
8502416,3743P26,3
15692627,2452L02,5
21997541,2970AH33,5
15692627,3542RIVERLIGHTS,5
21312929,3731CRYPTS,5
15692627,5528IFPOTTER,5
15692627,3822SUB,5
21997541,7205P1,5
15692627,2715DINNER,5
16500257,2190CEDT13,5
22376649,3058TIVOLI,5
21048200,38389P3,5
21312929,3731COLOSSEUM,5
16500257,3142MONT,5
21997541,16698P3,5
16813225,24045P8,5
21997541,16698P8,5
22627057,2325MBKING,3
21997541,2970AH29,5
21997541,7090P9,5
21997541,23930P2,5
16813225,24045P9,5
8502416,10555P2,5
22891453,5344PRTRTBZIPDIP,5
22803771,3002GCN,5
22781147,2956GOURMET,4
21210058,7053ZIP,4
22789093,2042SIC_02,4
22789093,2042SIC_04F,2
16802606,19111P7,4
16802606,18829P9,5
20933205,12189P3,5
2221733,44924P1,4
20933205,2452BATH,1
16802606,22196P6,4
22938831,2855WILD,4
21801166,5084LASHIG,5
22625396,2168DXB002,5
22985521,3843GREVIN1,5
21801166,3501O0074,5
14402986,5046WAS_MON,5
21801166,3533HISTOR,5
22761860,38668P1,5
22937438,5560HIGHLIGHTS,5
14159582,11783P5,1
22405486,2970AH29,4
21046944,5460P10,5
23091289,2895MEX3,5
23064070,2200DEB02,4
21046944,3731LOUVRE,5
8397226,6700BEST,5
8397226,2662FLRSTNHTL,5
22872160,35385P2,5
8397226,2495ABTOUR2,5
8397226,3588PARIS03,3
21373976,2970P54,4
12887415,2916BARCELONA,3
12887415,2140SAGRADA,2
12887415,2140JTEBA07,4
12887415,5587CASAMILA,4
12887415,2140MADRIDHOPON,3
22918065,34459P15,5
22748694,2712PRTNASSNORKEL,3
19845424,3170P32,4
8397226,3731TUSCANY,5
8397226,5476HTLRRS,5
11340284,6002DEUC,4
8397226,6980FLR,5
11340284,2224PRAGUE,5
11340284,5999CZUE,4
19845424,2988LONDON_EYE,5
22786519,3731SKIP,4
22727235,3112BROOKLYN,5
22323854,8173P30,3
16532659,2872ZV15,5
22787024,2452T2,4
22923324,10192P5,5
16532659,2390GRET2,4
16532659,5660CUPOLA,5
22154717,16637P1,4
22154717,5587CASAMILA,5
8397226,6980FLR,5
8397226,2662FLRHTLSTN,5
8397226,2495VENHTLAPT,1
10235984,5423NYCHOTAPT_P,5
10235984,2452POTTER,5
15265863,6577SNOWPARK,5
10235984,2874LISHTLAPT,5
22722928,3206CUNRIO,5
10688484,2452T1,3
22916933,6287RASTA,1
22916933,20413P3,5
13344801,18848P4,3
15265863,2168DXB007,5
13629611,3627PARAPTHTL_P,5
13629611,3627PARHTLAPT_P,5
7440154,6651HKAFT,3
15301962,3858EE021,5
18559445,3923SZGCARD,4
22302693,,4
21536908,2050PE,5
22302693,5548NYCAPTHTL,3
7440154,6651WFALL,5
22302693,6953SWAMPTRANS,5
21536908,2050CL,5
15769282,2050PLUSVR_VE,5
21536908,3627PARHTLAPTCDG,5
21536908,3234VERSECRET,5
7440154,22796P2,5
16110438,34826P2,4
7143245,2958C,1
22803788,2540SFOBRUN,5
7440154,236063,2
21086789,3685HKTSPEED,5
18333847,3780STROLL,5
17931772,6602PARHOHO,5
17931772,3731VATICANES,5
7440154,6845MAJESTIC,4
22099061,5889GHOST,5
22562528,3542SB,3
18333847,3437BIKE,5
13755818,5778SVQELECBIKE,5
17405263,20336P6,4
22519571,6172MADWALK,5
13755818,6299VERSAILLES,3
22320744,7516P17,5
22320744,9217P4,5
22519571,3864MADAPTHTL,5
22519571,2140MADRIDHOPON,5
22519571,22869P51,4
23011707,2928LAXAPTHTL,2
22519571,22869ROYALPALACEEXC,1
22224208,5509LSBSGWYFOOD,5
22519571,3864MADHTLAPT,5
22320744,6729P12,5
22469609,35074P3,5
22469609,6839P16,4
11316452,5611GLT,5
11316452,26624P9,5
22240129,7237P1,5
22923324,,5
22240129,19170P6,5
22240129,31254P2,5
22240129,31254P2,5
11316452,5694NOHOHO,4
22240129,19170P5,5
11316452,6205FOODNOLA,5
22062805,17571P1,2
22789553,33861P12,5
22320744,10074P3,4
22464303,2292GRAND,5
7422092,2660SFOMUI3,4
20763374,45432P1,5
22574097,5227CHOCWE,1
22156188,9297P2,5
10761015,2438FDBIGCAT_CNS,2
21694972,6681P3,5
22156188,3386P12,5
10761015,2482SOH1,5
10761015,3262_CAIRNS,5
14256716,3731VATICAN,5
10761015,2990C30_C60,5
23126117,20367P12,1
8346752,5243LIMMLNC,5
10761015,6196KOALA,5
15347462,5698ADEAST,5
10761015,3974DINNERCRUISE,5
8346752,34459P3,4
10761015,5929COMBO,5
23145209,34748P1,4
12666278,6585GRANDOP,5
22541371,5885MEXAPTRND,5
12666278,3131DN,5
22541371,5885TEO,5
22541371,5232PUECHO,5
22541371,2895MEX2,5
22541371,5885MEXSUPER1,5
12666278,3122P2,5
12666278,3131HS,5
20141605,5477WHALE,4
22798268,22869P9,5
22789553,24283P1,5
22144238,3058TIVOLI,5
22144238,5965TRASTEVERE,5
22956412,17408P4,5
15316410,5034ROM8,5
15316410,3731COLOSSEUM,5
12753944,5261MELAPTHTL,5
22098095,5300MOHER,5
15316410,7599P3,5
4296059,3306ROCK,5
15316410,15693P17,5
4296059,2660SFOMUI1,2
15316410,6980ROME,5
15316410,2428P97,3
22565504,2624HOP,5
22252726,21083P1,5
23164237,6349NIGHT,5
11212984,30715A,5
22565504,6267KHALIFA,5
15316410,2662FLRHTLAPTPV,4
22565504,23495P1,5
22565504,43369P14,4
22565504,6183CAMELSAFARI,5
320427,2140_A4L,5
22565504,43369P14,4
22745869,2230S3,2
320427,2635GW,5
320427,2495ABTOUR2,4
22745869,25988P2,2
22745869,2438FDBIGCAT_CNS,2
22594997,5560COLDWAR,5
320427,5517FILM,5
320427,2050_PB,5
22181839,7056SJDAPTRND,4
22741884,6159CATACOMBS,5
320427,2050IMR,5
22745869,6121P6,3
23061107,14787P7,5
22678047,20455P43,5
4463421,14218P1,5
12661109,20455P1,5
320427,3780STEAM,5
320427,3780SUPER,4
22678047,20455P16,5
320427,6067HSHB,5
320427,3455T2,3
12594993,2970AH29,4
320427,5144_C0001,4
22427308,8236P3,5
23142279,2548WW,5
16948842,9566P34,4
320427,5476FCOAPTHTL,5
320427,12855P10,5
12650882,20455P60,5
23004154,2550LIN2A,5
22711345,5378LASAPTRND,5
22711345,3951WESTDLX,5
12594993,2970AH12,5
23041762,2050GLO,1
23083438,16829P2,5
23041762,7839P3,5
12825282,3431UHDT,5
12825282,5293PAWN,5
12825282,5650TEA,5
12594993,5477NORTHERN,4
12825282,3978TOUR3,5
12825282,3978TOUR5,5
12825282,6384HIGH,5
12825282,30403,5
12825282,3131P22,5
22422996,3731FLORENCESAVER,5
22459545,6079SNORKEL,5
12594993,35149P10,4
20428354,37769P3,5
12594993,2916REYKJAVIK,1
23041022,5929COMBO,3
21080298,2448_QSMTEXPD,5
12594993,3238PSTRAM,4
23087364,7265P1,5
23142028,9441P35,1
21080298,5661POS,5
320427,5696LASABS,5
320427,3153REDROCK,5
320427,3731P109,5
23126240,3542P28,4
320427,5614CELLARG5,5
320427,3731P124,5
21080298,6010HOHO,4
320427,2390GRET7,5
320427,26221P1,5
23128463,5299MOHER,5
320427,45586P1,1
22826790,5221BISC,2
1212678,3951WESTDLX,5
21072325,15826P4,3
18408036,32142P48,5
18408036,5034ROMAPTHTL,5
18408036,7599P3,5
21579828,6154P19,5
18408036,6700P9,5
18408036,5831P29,5
18408036,5919P40,1
13673452,5936P13,5
13673452,5360GAMETHRONES,3
18408036,2495VCESLRHTL,4
18375999,2548WW,5
18408036,13102P21,4
18408036,25993P15,3
21970157,5716P2,5
18408036,2495VENHTLAPT,5
23162554,5250P14,4
9170733,5355KRUB,4
22614296,6267ALPHASAFARI,4
9170733,9897P2,5
9170733,30023P6,4
9170733,5583FOOD,5
9170733,35385P2,5
21050870,5239IGRARBR,5
14433158,8285P1,5
9892935,2635PDOLOMITE,5
9892935,16698P3,5
22746622,225001,5
11269334,2916LISBON,5
13985073,3206CUNAPTRND,5
13985073,25327P15,3
9892935,5590P50,5
22732683,5920SPACE,5
22732683,3707SEGWAY,5
19170960,6249PASS3D,4
23109398,6687ATV,5
19170960,2776GUINNESS,5
19932674,6769COMBO,5
19170960,2916PALMA,1
19170960,22869ROYALPALACEEXC,5
19170960,10123P8,4
19932674,6964JETSKI,5
23068930,5889COMBO,2
23165002,5408COMBO,5
23023761,2550SAVEKW,5
22819365,7137P5,1
19170960,2042SIC_02,4
19170960,5262CNUD,4
22942087,3731VATICAN,5
7482973,2970P50,4
7482973,2970AH33,5
10463519,7137P17,5
22681329,13150P24,5
10463519,2660SFOMUI1,5
10463519,5562MONTENEGRO,5
10463519,7960P14,5
22825133,25988P1,1
7482973,2970AH12,5
22681329,13150P23,5
23041759,5070TUSCANY,5
7482973,2970AH29,5
1369551,6202P24,2
1369551,6646MORERIA,4
22941807,19189P5,2
22837105,2168DXB002,4
22941807,32300P8,4
19820581,5045P25,5
22381363,5509LISBONBEETLE,5
19820581,5622VEXCVERSGUIDED,4
19820581,3627PARAPTHTLCDG,4
23185212,6349NIGHT,5
23043356,3544KIL01,5
22381363,16720P8,5
22381363,28388P1,5
22381363,12562P5,5
15314067,5084LASHIG,5
15314067,3431UHDT,5
9031065,22914P1,4
22155214,20806P1,5
8987311,5071BEE,5
23003257,6349NIGHT,5
19666769,3885OVERNIGHT_LUC,5
15352645,3731VATICAN,5
15352645,8515P2,4
15352645,5034P45,5
22998293,2050VRS_VRG,5
10340856,6942FLAVOURS,5
9369015,9337GOT,3
10340856,26444P12,5
1270175,2958P,4
15352645,2428M1M2,3
9369015,5423BNAAPTHTL_P,3
10340856,5300MOHER,5
10340856,5299CORK,5
1270175,6980NAP,5
22159019,5049P36,5
10340856,3891DUBHTLAPTP,4
1270175,2140MADRIDHOPON,5
23106282,5580ARC,4
22656534,2495VENAPTHTL,1
22656534,2495VENHTLAPT,1
21912617,5808SZECHDINNER,4
1270175,14982P30,5
22998293,2050RC,5
23069642,3652P6,1
